"Model, Score LOPO 1",Score LOPO 2,Score LOPO 3,Average LOPO Score,K-Fold Score 1,K-Fold Score 2,K-Fold Score 3,K-Fold Score 4,Average K-Fold Score,Average K-Fold Score Participant 1,Average K-Fold Score Participant 2,Average K-Fold Score Participant 3,Model,Score LOPO 1
,0.7666666666666667,0.6166666666666667,0.7542145593869732,1.0,0.9777777777777777,0.9772727272727273,1.0,0.9887626262626263,0.9833333333333334,1.0,1.0,SVM,0.8793103448275862
,0.65,0.7166666666666667,0.742911877394636,0.9777777777777777,1.0,0.9545454545454546,1.0,0.9830808080808081,0.9833333333333334,1.0,0.9833333333333334,Random Forest,0.8620689655172413
