time,seconds_elapsed,z,y,x
1774470633100626000,0.0736259765625,-0.40545374155044556,0.5156412720680237,1.4230306148529053
1774470633110653200,0.083653076171875,-0.572028636932373,0.487454354763031,1.4337940216064453
1774470633120680200,0.09368017578125,-0.737472414970398,0.42443278431892395,1.2645066976547241
1774470633130707000,0.10370703125,-0.788424015045166,0.15212509036064148,0.7829746603965759
1774470633140734200,0.113734130859375,-0.47996020317077637,0.22674979269504547,0.21510857343673706
1774470633150761200,0.12376123046875,-0.12827914953231812,0.2547939419746399,-0.2998761832714081
1774470633160788000,0.1337880859375,0.055753275752067566,0.23668578267097473,-0.6402881145477295
1774470633170815000,0.14381494140625,-0.023486416786909103,0.7347142100334167,-0.6767760515213013
1774470633180842200,0.15384228515625,-0.03984541818499565,1.3841185569763184,-0.26188966631889343
1774470633190869000,0.163868896484375,-0.12835104763507843,1.746721863746643,0.3554478585720062
1774470633200896000,0.17389599609375,-0.8413692712783813,1.653269648551941,0.9001601338386536
1774470633210924000,0.183924072265625,-1.437484860420227,0.8670621514320374,1.4345759153366089
1774470633220951000,0.193950927734375,-1.5320841073989868,-0.5788812041282654,1.6614716053009033
1774470633230978000,0.20397802734375,-1.2855433225631714,-2.2253310680389404,1.7003321647644043
1774470633241005000,0.214005126953125,-1.0956406593322754,-3.467202663421631,1.7198057174682617
1774470633251032000,0.224031982421875,-0.8335286974906921,-4.331465721130371,1.778576374053955
1774470633261059000,0.23405908203125,-0.7364551424980164,-4.966912746429443,1.8426566123962402
1774470633271086300,0.24408642578125,-0.904830276966095,-5.492715835571289,1.7731683254241943
1774470633281113000,0.254113037109375,-1.2183964252471924,-5.494917392730713,1.4989192485809326
1774470633291140000,0.26414013671875,-1.406793475151062,-4.998878002166748,1.1260385513305664
1774470633301167000,0.2741669921875,-1.3736419677734375,-4.508989334106445,0.8553172945976257
1774470633311194000,0.284194091796875,-1.2953757047653198,-3.540365219116211,0.6222078800201416
1774470633321221000,0.29422119140625,-1.1825066804885864,-2.1496493816375732,0.48841148614883423
1774470633331248000,0.304248046875,-1.00959050655365,-0.36106792092323303,0.48516350984573364
1774470633341276200,0.314276123046875,-0.6992589831352234,1.628541350364685,0.6180986166000366
1774470633351303200,0.32430322265625,-0.2957421839237213,2.9694175720214844,0.5406160950660706
1774470633361330000,0.334329833984375,0.03839106485247612,2.57395601272583,0.06726772338151932
1774470633371357200,0.344357177734375,0.2774316072463989,1.4954719543457031,-0.41604727506637573
1774470633381384200,0.35438427734375,0.47920680046081543,0.9926381707191467,-0.7129402160644531
1774470633391411000,0.364410888671875,0.576659083366394,1.240375280380249,-0.8133248686790466
1774470633401438000,0.37443798828125,0.5469874739646912,1.3167685270309448,-0.7276935577392578
1774470633411465200,0.38446533203125,0.5329509973526001,0.9947247505187988,-0.5823262929916382
1774470633421492200,0.3944921875,0.4579273462295532,0.4553914964199066,-0.4119289517402649
1774470633431519000,0.40451904296875,0.2936688959598541,0.0645156130194664,-0.31021830439567566
1774470633441546200,0.414546142578125,0.15943679213523865,-0.047383759170770645,-0.256805956363678
1774470633451573200,0.4245732421875,0.10283370316028595,0.0006977482116781175,-0.2544466555118561
1774470633461600000,0.43460009765625,0.07583484053611755,0.06684640794992447,-0.2888650894165039
1774470633471628300,0.444628173828125,0.11933651566505432,0.21239641308784485,-0.3565541207790375
1774470633481655000,0.454655029296875,0.26276716589927673,0.4708079993724823,-0.4348675608634949
1774470633491682000,0.46468212890625,0.36421099305152893,0.732825517654419,-0.4988979399204254
1774470633501709000,0.474708984375,0.3685798943042755,0.7914144992828369,-0.5804588794708252
1774470633511736000,0.484736083984375,0.39877748489379883,0.591911792755127,-0.6351417899131775
1774470633521763000,0.49476318359375,0.3621435761451721,0.3478724956512451,-0.5387566685676575
1774470633531790000,0.5047900390625,0.28214967250823975,0.3121752142906189,-0.2918235957622528
1774470633541817000,0.514817138671875,0.26936277747154236,0.5191243886947632,0.01768525317311287
1774470633551844000,0.524843994140625,0.2826620638370514,0.5409785509109497,0.28895777463912964
1774470633561871000,0.53487109375,0.3081037700176239,0.29211121797561646,0.4886769950389862
1774470633571897900,0.54489794921875,0.27444300055503845,-0.08580145984888077,0.6247546672821045
1774470633581925000,0.554925048828125,0.31453824043273926,-0.306118369102478,0.6737352609634399
1774470633591952100,0.5649521484375,0.4069983959197998,-0.4504412114620209,0.5019201040267944
1774470633601980200,0.574980224609375,0.4854327440261841,-0.4841237962245941,0.11112119257450104
1774470633612007200,0.585007080078125,0.5739743113517761,-0.38842150568962097,-0.38111433386802673
1774470633622034200,0.5950341796875,0.6360994577407837,-0.32970067858695984,-0.8280947804450989
1774470633632061000,0.60506103515625,0.6307326555252075,-0.344561368227005,-1.111560583114624
1774470633642088200,0.615088134765625,0.6156114935874939,-0.3548840582370758,-1.1582624912261963
1774470633652115200,0.625115234375,0.5558818578720093,-0.3793233633041382,-0.9918884634971619
1774470633662142000,0.635141845703125,0.3842533826828003,-0.4854617714881897,-0.570244550704956
1774470633672169200,0.645169189453125,0.30186131596565247,-0.7159831523895264,-0.07608597725629807
1774470633682196200,0.6551962890625,0.4374154210090637,-0.8880579471588135,0.3358467221260071
1774470633692223000,0.665222900390625,0.6940115094184875,-1.2314648628234863,0.6716622710227966
1774470633702250000,0.67525,0.9473835825920105,-1.3606699705123901,0.9885233044624329
1774470633712277200,0.68527734375,1.13270103931427,-1.488297462463379,1.0649230480194092
1774470633722305000,0.695304931640625,1.200786828994751,-1.5778241157531738,0.8449488282203674
1774470633732332000,0.70533203125,1.1188209056854248,-1.4928474426269531,0.44227543473243713
1774470633742359000,0.715359130859375,0.9422324895858765,-1.3424108028411865,-0.11634817719459534
1774470633752386000,0.725385986328125,0.7557438611984253,-1.1667073965072632,-0.736189603805542
1774470633762413000,0.7354130859375,0.5977441072463989,-1.0898510217666626,-1.3651129007339478
1774470633772440300,0.7454404296875,0.4937966763973236,-0.960719883441925,-1.809799313545227
1774470633782467000,0.755467041015625,0.372878760099411,-1.1846052408218384,-1.8586864471435547
1774470633792494000,0.765494140625,0.3687402307987213,-1.5011190176010132,-1.5712274312973022
1774470633802521000,0.77552099609375,0.640318751335144,-1.774029016494751,-1.1250598430633545
1774470633812548000,0.785548095703125,1.0503896474838257,-2.294874429702759,-0.6262599229812622
1774470633822575000,0.7955751953125,1.6524752378463745,-2.9573402404785156,-0.21005576848983765
1774470633832602000,0.80560205078125,2.345156669616699,-3.347346067428589,0.07355251163244247
1774470633842630100,0.815630126953125,2.9705140590667725,-3.410550594329834,0.20205536484718323
1774470633852657200,0.8256572265625,3.469372034072876,-3.2594053745269775,0.1092015877366066
1774470633862684000,0.835683837890625,3.9866456985473633,-3.1430439949035645,-0.00914369709789753
1774470633872711200,0.845711181640625,4.388714790344238,-3.1974282264709473,-0.06904830783605576
1774470633882738200,0.85573828125,4.688767910003662,-3.4119246006011963,-0.14111877977848053
1774470633892765000,0.865764892578125,4.803702354431152,-3.1557273864746094,-0.39231690764427185
