version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 11,1773258201468,2026-03-11_19-43-21,America/Chicago,ios,1.54,aabf972a-d4f6-4a02-827b-f96c54a01a6f,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,18.6.2,system
